exam_id,user_id,task_ind,answer,verdict,time
1,90,6,1,WA,2023-12-15 11-40-34
1,90,7,3,WA,2023-12-15 12-28-05
1,90,8,3,WA,2023-12-15 12-33-59
1,90,9,0,WA,2023-12-15 12-44-37
1,90,10,2,OK,2023-12-15 13-09-37
1,90,11,2,WA,2023-12-15 13-14-29
1,90,12,0,WA,2023-12-15 13-43-52
1,90,13,0,WA,2023-12-15 13-46-01
1,90,14,2,WA,2023-12-15 13-56-20
1,90,15,3,WA,2023-12-15 13-59-36
1,90,16,2,WA,2023-12-15 14-05-03
1,42,1,2,WA,2023-12-15 10-03-07
1,42,2,0,WA,2023-12-15 10-24-06
1,42,3,0,WA,2023-12-15 10-24-37
1,42,4,2,WA,2023-12-15 10-31-50
1,42,5,3,WA,2023-12-15 10-34-24
1,42,6,1,WA,2023-12-15 10-50-37
1,42,7,3,WA,2023-12-15 10-58-11
1,42,8,3,WA,2023-12-15 11-05-48
1,42,9,0,WA,2023-12-15 11-06-52
1,42,10,3,WA,2023-12-15 11-23-14
1,42,11,0,WA,2023-12-15 11-26-51
1,42,12,0,WA,2023-12-15 11-28-02
1,42,13,0,WA,2023-12-15 11-33-05
1,42,14,1,WA,2023-12-15 11-51-04
1,42,15,2,WA,2023-12-15 11-57-55
1,42,16,2,WA,2023-12-15 12-01-41
1,48,1,3,WA,2023-12-15 10-01-08
1,48,2,0,WA,2023-12-15 10-01-27
1,48,3,2,WA,2023-12-15 10-02-02
1,48,4,2,WA,2023-12-15 10-02-55
1,48,5,3,WA,2023-12-15 10-03-27
1,48,6,0,OK,2023-12-15 10-04-00
1,48,7,3,WA,2023-12-15 10-04-05
1,48,8,2,WA,2023-12-15 10-04-35
1,48,9,0,WA,2023-12-15 10-04-41
1,48,10,0,WA,2023-12-15 10-04-53
1,48,11,0,WA,2023-12-15 10-04-57
1,48,12,2,WA,2023-12-15 10-05-54
1,48,13,0,WA,2023-12-15 10-05-59
1,48,14,2,WA,2023-12-15 10-07-00
1,48,15,3,WA,2023-12-15 10-07-58
1,48,16,3,WA,2023-12-15 10-09-09
1,121,1,0,WA,2023-12-15 10-07-46
1,121,2,2,OK,2023-12-15 10-09-17
1,121,3,2,WA,2023-12-15 10-10-57
1,121,4,3,OK,2023-12-15 10-48-57
1,121,5,0,WA,2023-12-15 10-51-02
1,121,6,1,WA,2023-12-15 11-03-37
1,121,7,1,WA,2023-12-15 11-18-39
1,121,8,2,WA,2023-12-15 12-20-51
1,121,9,2,WA,2023-12-15 12-48-08
1,121,10,3,WA,2023-12-15 13-21-28
1,121,11,0,WA,2023-12-15 13-31-04
1,121,12,2,WA,2023-12-15 13-59-50
1,121,13,3,WA,2023-12-15 14-46-32
1,121,14,3,WA,2023-12-15 15-07-34
1,121,15,1,WA,2023-12-15 15-44-52
1,121,16,3,WA,2023-12-15 16-05-50
1,88,1,0,WA,2023-12-15 10-12-06
1,88,2,3,WA,2023-12-15 11-05-50
1,88,3,1,OK,2023-12-15 11-17-03
1,88,4,2,WA,2023-12-15 11-44-47
1,88,5,0,WA,2023-12-15 11-54-29
1,88,6,2,WA,2023-12-15 12-30-03
1,88,7,3,WA,2023-12-15 12-39-35
1,88,8,3,WA,2023-12-15 12-40-44
1,88,9,0,WA,2023-12-15 12-41-17
1,88,10,0,WA,2023-12-15 12-52-36
1,88,11,1,OK,2023-12-15 13-00-27
1,88,12,0,WA,2023-12-15 13-32-47
1,88,13,0,WA,2023-12-15 13-33-05
1,88,14,0,OK,2023-12-15 13-38-05
1,88,15,3,WA,2023-12-15 14-03-32
1,88,16,2,WA,2023-12-15 14-06-11
1,3,1,0,WA,2023-12-15 10-12-10
1,3,2,0,WA,2023-12-15 10-16-32
1,3,3,0,WA,2023-12-15 10-55-24
1,3,4,2,WA,2023-12-15 11-09-50
1,3,5,0,WA,2023-12-15 11-23-42
1,3,6,0,OK,2023-12-15 11-24-01
1,3,7,3,WA,2023-12-15 11-41-08
1,3,8,0,WA,2023-12-15 12-43-24
1,3,9,0,WA,2023-12-15 12-45-10
1,3,10,0,WA,2023-12-15 13-43-56
1,3,11,3,WA,2023-12-15 13-48-13
1,3,12,2,WA,2023-12-15 13-50-49
1,3,13,0,WA,2023-12-15 14-06-01
1,3,14,3,WA,2023-12-15 14-21-02
1,3,15,3,WA,2023-12-15 14-28-47
1,3,16,1,OK,2023-12-15 15-02-18
1,15,1,0,WA,2023-12-15 10-14-05
1,15,2,3,WA,2023-12-15 10-14-39
1,15,3,2,WA,2023-12-15 10-15-20
1,15,4,0,WA,2023-12-15 10-15-33
1,15,5,0,WA,2023-12-15 10-15-44
1,15,6,1,WA,2023-12-15 10-15-57
1,15,7,3,WA,2023-12-15 10-15-59
1,15,8,3,WA,2023-12-15 10-16-48
1,15,9,2,WA,2023-12-15 10-17-38
1,15,10,3,WA,2023-12-15 10-17-59
1,15,11,2,WA,2023-12-15 10-17-59
1,15,12,0,WA,2023-12-15 10-18-02
1,15,13,0,WA,2023-12-15 10-18-14
1,15,14,0,OK,2023-12-15 10-18-34
1,15,15,3,WA,2023-12-15 10-18-39
1,15,16,3,WA,2023-12-15 10-18-42
1,47,1,2,WA,2023-12-15 10-09-20
1,47,2,0,WA,2023-12-15 10-15-48
1,47,3,0,WA,2023-12-15 10-16-08
1,47,4,2,WA,2023-12-15 10-20-01
1,47,5,0,WA,2023-12-15 10-25-34
1,47,6,1,WA,2023-12-15 10-44-32
1,47,7,3,WA,2023-12-15 10-44-37
1,47,8,3,WA,2023-12-15 10-49-06
1,47,9,0,WA,2023-12-15 11-16-07
1,47,10,0,WA,2023-12-15 11-51-22
1,47,11,2,WA,2023-12-15 11-53-50
1,47,12,3,OK,2023-12-15 12-03-01
1,47,13,3,WA,2023-12-15 12-22-44
1,47,14,3,WA,2023-12-15 12-23-04
1,47,15,3,WA,2023-12-15 13-47-12
1,47,16,0,WA,2023-12-15 13-50-26
1,119,1,3,WA,2023-12-15 10-16-11
1,119,2,1,WA,2023-12-15 10-16-49
1,119,3,2,WA,2023-12-15 10-17-09
1,119,4,0,WA,2023-12-15 10-17-11
1,119,5,0,WA,2023-12-15 10-17-29
1,119,6,2,WA,2023-12-15 10-17-50
1,119,7,3,WA,2023-12-15 10-17-56
1,119,8,3,WA,2023-12-15 10-18-12
1,119,9,2,WA,2023-12-15 10-18-13
1,119,10,0,WA,2023-12-15 10-18-33
1,119,11,2,WA,2023-12-15 10-19-26
1,119,12,3,OK,2023-12-15 10-19-34
1,119,13,0,WA,2023-12-15 10-20-30
1,119,14,3,WA,2023-12-15 10-20-39
1,119,15,2,WA,2023-12-15 10-21-24
1,119,16,3,WA,2023-12-15 10-21-57
1,115,1,0,WA,2023-12-15 10-31-48
1,115,2,0,WA,2023-12-15 10-40-21
1,115,3,2,WA,2023-12-15 11-16-03
1,115,4,0,WA,2023-12-15 11-22-54
1,115,5,0,WA,2023-12-15 11-24-04
1,115,6,0,OK,2023-12-15 11-29-50
1,115,7,1,WA,2023-12-15 12-12-12
1,115,8,0,WA,2023-12-15 12-31-20
1,115,9,0,WA,2023-12-15 12-34-07
1,115,10,0,WA,2023-12-15 13-14-37
1,115,11,1,OK,2023-12-15 13-20-12
1,115,12,0,WA,2023-12-15 13-46-23
1,115,13,0,WA,2023-12-15 13-52-23
1,115,14,3,WA,2023-12-15 14-08-44
1,115,15,3,WA,2023-12-15 14-21-34
1,115,16,3,WA,2023-12-15 14-32-30
1,97,1,1,OK,2023-12-15 10-11-22
1,97,2,0,WA,2023-12-15 10-16-08
1,97,3,2,WA,2023-12-15 11-22-30
1,97,4,0,WA,2023-12-15 11-23-21
1,97,5,0,WA,2023-12-15 11-28-18
1,97,6,2,WA,2023-12-15 11-32-42
1,97,7,3,WA,2023-12-15 12-10-40
1,97,8,3,WA,2023-12-15 12-17-11
1,97,9,1,OK,2023-12-15 12-38-28
1,97,10,2,OK,2023-12-15 13-28-33
1,97,11,2,WA,2023-12-15 13-29-27
1,97,12,0,WA,2023-12-15 13-29-51
1,97,13,0,WA,2023-12-15 13-32-17
1,97,14,1,WA,2023-12-15 14-53-55
1,97,15,2,WA,2023-12-15 15-20-15
1,97,16,3,WA,2023-12-15 15-33-47
1,109,1,1,OK,2023-12-15 12-12-09
1,109,2,3,WA,2023-12-15 12-14-25
1,109,3,3,WA,2023-12-15 12-14-42
1,109,4,3,OK,2023-12-15 12-15-01
1,109,5,0,WA,2023-12-15 12-15-18
1,109,6,3,WA,2023-12-15 12-15-48
1,109,7,3,WA,2023-12-15 12-16-17
1,109,8,3,WA,2023-12-15 12-17-23
1,109,9,1,OK,2023-12-15 12-17-38
1,109,10,0,WA,2023-12-15 12-17-52
1,109,11,2,WA,2023-12-15 12-18-13
1,109,12,3,OK,2023-12-15 12-18-23
1,109,13,0,WA,2023-12-15 12-18-24
1,109,14,1,WA,2023-12-15 12-18-34
1,109,15,3,WA,2023-12-15 12-18-35
1,109,16,2,WA,2023-12-15 12-18-53
1,107,1,0,WA,2023-12-15 10-08-37
1,107,2,0,WA,2023-12-15 10-13-46
1,107,3,2,WA,2023-12-15 10-43-37
1,107,4,2,WA,2023-12-15 10-44-24
1,107,5,3,WA,2023-12-15 10-44-31
1,107,6,1,WA,2023-12-15 11-05-52
1,107,7,3,WA,2023-12-15 11-13-50
1,107,8,3,WA,2023-12-15 11-24-33
1,107,9,0,WA,2023-12-15 11-55-07
1,107,10,0,WA,2023-12-15 12-20-11
1,107,11,3,WA,2023-12-15 12-23-51
1,107,12,0,WA,2023-12-15 12-36-29
1,107,13,0,WA,2023-12-15 12-40-49
1,107,14,3,WA,2023-12-15 12-59-05
1,107,15,3,WA,2023-12-15 13-36-56
1,107,16,3,WA,2023-12-15 13-54-57
1,136,1,0,WA,2023-12-15 11-08-30
1,136,2,0,WA,2023-12-15 11-08-44
1,136,3,0,WA,2023-12-15 11-10-00
1,136,4,0,WA,2023-12-15 11-10-11
1,136,5,0,WA,2023-12-15 11-10-59
1,136,6,1,WA,2023-12-15 11-11-14
1,136,7,3,WA,2023-12-15 11-11-35
1,136,8,3,WA,2023-12-15 11-11-49
1,136,9,0,WA,2023-12-15 11-11-54
1,136,10,3,WA,2023-12-15 11-12-27
1,136,11,0,WA,2023-12-15 11-13-28
1,136,12,0,WA,2023-12-15 11-13-36
1,136,13,0,WA,2023-12-15 11-14-34
1,136,14,2,WA,2023-12-15 11-14-43
1,136,15,3,WA,2023-12-15 11-14-48
1,136,16,2,WA,2023-12-15 11-15-55
1,59,1,0,WA,2023-12-15 10-02-04
1,59,2,0,WA,2023-12-15 10-21-41
1,59,3,0,WA,2023-12-15 10-25-29
1,59,4,0,WA,2023-12-15 10-48-39
1,59,5,0,WA,2023-12-15 11-10-06
1,59,6,1,WA,2023-12-15 11-25-53
1,59,7,3,WA,2023-12-15 11-49-50
1,59,8,3,WA,2023-12-15 12-04-54
1,59,9,1,OK,2023-12-15 12-10-27
1,59,10,0,WA,2023-12-15 12-34-43
1,59,11,0,WA,2023-12-15 12-49-45
1,59,12,0,WA,2023-12-15 13-03-30
1,59,13,0,WA,2023-12-15 13-05-47
1,59,14,3,WA,2023-12-15 13-06-15
1,59,15,0,OK,2023-12-15 13-42-53
1,59,16,3,WA,2023-12-15 13-48-05
1,134,1,0,WA,2023-12-15 10-10-18
1,134,2,3,WA,2023-12-15 10-47-55
1,134,3,2,WA,2023-12-15 11-00-51
1,134,4,0,WA,2023-12-15 11-20-11
1,134,5,0,WA,2023-12-15 11-49-46
1,134,6,1,WA,2023-12-15 11-58-26
1,134,7,2,WA,2023-12-15 12-28-28
1,134,8,3,WA,2023-12-15 12-47-01
1,134,9,3,WA,2023-12-15 13-00-17
1,134,10,0,WA,2023-12-15 13-03-59
1,134,11,0,WA,2023-12-15 13-37-24
1,134,12,0,WA,2023-12-15 13-47-06
1,134,13,0,WA,2023-12-15 13-53-52
1,134,14,1,WA,2023-12-15 13-58-30
1,134,15,3,WA,2023-12-15 14-10-44
1,134,16,1,OK,2023-12-15 14-11-43
1,18,1,2,WA,2023-12-15 10-10-28
1,18,2,0,WA,2023-12-15 10-40-32
1,18,3,0,WA,2023-12-15 10-48-29
1,18,4,0,WA,2023-12-15 11-04-37
1,18,5,0,WA,2023-12-15 11-30-10
1,18,6,1,WA,2023-12-15 11-46-53
1,18,7,3,WA,2023-12-15 11-50-26
1,18,8,2,WA,2023-12-15 11-51-49
1,18,9,1,OK,2023-12-15 12-13-35
1,18,10,2,OK,2023-12-15 12-20-30
1,18,11,2,WA,2023-12-15 12-36-19
1,18,12,2,WA,2023-12-15 12-43-29
1,18,13,0,WA,2023-12-15 12-55-00
1,18,14,3,WA,2023-12-15 13-25-44
1,18,15,3,WA,2023-12-15 13-36-11
1,18,16,3,WA,2023-12-15 13-37-09
1,2,1,0,WA,2023-12-15 10-04-18
1,2,2,0,WA,2023-12-15 10-25-50
1,2,3,0,WA,2023-12-15 11-00-03
1,2,4,2,WA,2023-12-15 11-09-57
1,2,5,0,WA,2023-12-15 11-32-01
1,2,6,1,WA,2023-12-15 11-32-34
1,2,7,3,WA,2023-12-15 12-41-19
1,2,8,3,WA,2023-12-15 12-59-50
1,2,9,0,WA,2023-12-15 13-13-59
1,2,10,0,WA,2023-12-15 13-38-47
1,2,11,1,OK,2023-12-15 13-50-21
1,2,12,3,OK,2023-12-15 14-26-22
1,2,13,0,WA,2023-12-15 14-37-00
1,2,14,3,WA,2023-12-15 14-53-36
1,2,15,3,WA,2023-12-15 14-53-56
1,2,16,3,WA,2023-12-15 15-00-00
1,35,1,0,WA,2023-12-15 11-19-30
1,35,2,0,WA,2023-12-15 11-19-32
1,35,3,2,WA,2023-12-15 11-20-03
1,35,4,3,OK,2023-12-15 11-20-35
1,35,5,0,WA,2023-12-15 11-21-21
1,35,6,1,WA,2023-12-15 11-22-03
1,35,7,3,WA,2023-12-15 11-22-36
1,35,8,3,WA,2023-12-15 11-22-42
1,35,9,1,OK,2023-12-15 11-22-43
1,35,10,1,WA,2023-12-15 11-23-17
1,35,11,0,WA,2023-12-15 11-23-33
1,35,12,3,OK,2023-12-15 11-23-45
1,35,13,0,WA,2023-12-15 11-25-20
1,35,14,2,WA,2023-12-15 11-25-24
1,35,15,3,WA,2023-12-15 11-25-26
1,35,16,3,WA,2023-12-15 11-25-31
1,125,1,0,WA,2023-12-15 10-11-02
1,125,2,2,OK,2023-12-15 10-15-52
1,125,3,2,WA,2023-12-15 10-40-09
1,125,4,0,WA,2023-12-15 10-55-35
1,125,5,0,WA,2023-12-15 10-55-40
1,125,6,1,WA,2023-12-15 11-03-21
1,125,7,3,WA,2023-12-15 11-18-19
1,125,8,2,WA,2023-12-15 11-19-40
1,125,9,2,WA,2023-12-15 11-19-49
1,125,10,2,OK,2023-12-15 11-20-03
1,125,11,2,WA,2023-12-15 11-30-03
1,125,12,0,WA,2023-12-15 12-28-30
1,125,13,0,WA,2023-12-15 13-06-34
1,125,14,0,OK,2023-12-15 13-40-53
1,125,15,2,WA,2023-12-15 13-55-51
1,125,16,3,WA,2023-12-15 14-00-08
1,113,1,0,WA,2023-12-15 10-08-56
1,113,2,0,WA,2023-12-15 10-22-55
1,113,3,2,WA,2023-12-15 10-53-56
1,113,4,0,WA,2023-12-15 11-19-47
1,113,5,0,WA,2023-12-15 11-59-16
1,113,6,3,WA,2023-12-15 12-12-29
1,113,7,3,WA,2023-12-15 12-20-22
1,113,8,3,WA,2023-12-15 12-27-10
1,113,9,0,WA,2023-12-15 12-27-37
1,113,10,0,WA,2023-12-15 12-56-06
1,113,11,0,WA,2023-12-15 13-05-00
1,113,12,0,WA,2023-12-15 13-08-22
1,113,13,0,WA,2023-12-15 13-22-59
1,113,14,0,OK,2023-12-15 13-43-05
1,113,15,2,WA,2023-12-15 13-48-12
1,113,16,3,WA,2023-12-15 13-55-44
1,75,1,2,WA,2023-12-15 10-04-22
1,75,2,0,WA,2023-12-15 10-07-28
1,75,3,0,WA,2023-12-15 10-30-20
1,75,4,0,WA,2023-12-15 10-34-21
1,75,5,0,WA,2023-12-15 10-36-58
1,75,6,2,WA,2023-12-15 11-10-03
1,75,7,3,WA,2023-12-15 11-14-28
1,75,8,3,WA,2023-12-15 11-29-07
1,75,9,3,WA,2023-12-15 13-08-02
1,75,10,0,WA,2023-12-15 13-53-45
1,75,11,0,WA,2023-12-15 14-04-54
1,75,12,2,WA,2023-12-15 14-04-59
1,75,13,0,WA,2023-12-15 14-05-07
1,75,14,1,WA,2023-12-15 14-27-14
1,75,15,1,WA,2023-12-15 14-28-07
1,75,16,3,WA,2023-12-15 14-28-38
1,62,1,1,OK,2023-12-15 10-15-16
1,62,2,2,OK,2023-12-15 10-23-39
1,62,3,0,WA,2023-12-15 10-25-52
1,62,4,3,OK,2023-12-15 10-31-26
1,62,5,0,WA,2023-12-15 10-32-26
1,62,6,3,WA,2023-12-15 10-42-57
1,62,7,3,WA,2023-12-15 10-50-48
1,62,8,3,WA,2023-12-15 10-54-01
1,62,9,0,WA,2023-12-15 11-09-22
1,62,10,3,WA,2023-12-15 11-17-28
1,62,11,0,WA,2023-12-15 11-23-57
1,62,12,0,WA,2023-12-15 11-28-56
1,62,13,0,WA,2023-12-15 11-30-08
1,62,14,2,WA,2023-12-15 11-43-09
1,62,15,3,WA,2023-12-15 11-43-20
1,62,16,3,WA,2023-12-15 11-47-59
1,117,1,0,WA,2023-12-15 10-09-35
1,117,2,0,WA,2023-12-15 10-26-51
1,117,3,0,WA,2023-12-15 10-28-50
1,117,4,0,WA,2023-12-15 11-12-31
1,117,5,0,WA,2023-12-15 11-31-21
1,117,6,0,OK,2023-12-15 11-54-37
1,117,7,3,WA,2023-12-15 12-25-37
1,117,8,2,WA,2023-12-15 12-34-19
1,117,9,1,OK,2023-12-15 12-49-38
1,117,10,0,WA,2023-12-15 13-43-09
1,117,11,2,WA,2023-12-15 14-01-07
1,117,12,0,WA,2023-12-15 14-02-21
1,117,13,0,WA,2023-12-15 14-03-38
1,117,14,1,WA,2023-12-15 15-02-19
1,117,15,2,WA,2023-12-15 15-23-12
1,117,16,1,OK,2023-12-15 15-24-46
1,103,1,0,WA,2023-12-15 10-14-57
1,103,2,0,WA,2023-12-15 10-29-44
1,103,3,3,WA,2023-12-15 11-27-06
1,103,4,0,WA,2023-12-15 11-30-16
1,103,5,0,WA,2023-12-15 11-43-01
1,103,6,1,WA,2023-12-15 12-13-27
1,103,7,3,WA,2023-12-15 12-16-30
1,103,8,3,WA,2023-12-15 12-18-45
1,103,9,3,WA,2023-12-15 12-27-57
1,103,10,3,WA,2023-12-15 12-30-28
1,103,11,2,WA,2023-12-15 12-50-32
1,103,12,0,WA,2023-12-15 12-51-17
1,103,13,0,WA,2023-12-15 12-51-25
1,103,14,2,WA,2023-12-15 12-53-55
1,103,15,3,WA,2023-12-15 13-02-14
1,103,16,3,WA,2023-12-15 13-22-33
1,66,1,2,WA,2023-12-15 10-24-03
1,66,2,0,WA,2023-12-15 10-26-01
1,66,3,2,WA,2023-12-15 10-34-15
1,66,4,2,WA,2023-12-15 10-35-40
1,66,5,0,WA,2023-12-15 10-43-15
1,66,6,1,WA,2023-12-15 10-46-34
1,66,7,3,WA,2023-12-15 11-23-02
1,66,8,3,WA,2023-12-15 11-34-44
1,66,9,2,WA,2023-12-15 11-40-09
1,66,10,0,WA,2023-12-15 11-41-54
1,66,11,0,WA,2023-12-15 11-50-15
1,66,12,0,WA,2023-12-15 11-51-50
1,66,13,0,WA,2023-12-15 12-01-11
1,66,14,1,WA,2023-12-15 12-02-27
1,66,15,3,WA,2023-12-15 12-04-45
1,66,16,3,WA,2023-12-15 12-18-40
1,50,1,3,WA,2023-12-15 14-32-21
1,50,2,3,WA,2023-12-15 14-32-49
1,50,3,0,WA,2023-12-15 14-33-47
1,50,4,0,WA,2023-12-15 14-34-20
1,50,5,3,WA,2023-12-15 14-34-36
1,50,6,3,WA,2023-12-15 14-34-39
1,50,7,3,WA,2023-12-15 14-35-00
1,50,8,1,OK,2023-12-15 14-35-09
1,50,9,0,WA,2023-12-15 14-35-59
1,50,10,0,WA,2023-12-15 14-36-05
1,50,11,2,WA,2023-12-15 14-36-07
1,50,12,2,WA,2023-12-15 14-36-32
1,50,13,0,WA,2023-12-15 14-37-04
1,50,14,0,OK,2023-12-15 14-37-35
1,50,15,3,WA,2023-12-15 14-37-52
1,50,16,3,WA,2023-12-15 14-38-11
1,73,1,1,OK,2023-12-15 10-35-13
1,73,2,3,WA,2023-12-15 10-42-02
1,73,3,1,OK,2023-12-15 10-56-47
1,73,4,2,WA,2023-12-15 11-23-26
1,73,5,0,WA,2023-12-15 11-23-51
1,73,6,1,WA,2023-12-15 11-50-47
1,73,7,3,WA,2023-12-15 11-51-01
1,73,8,3,WA,2023-12-15 11-56-05
1,73,9,0,WA,2023-12-15 11-57-08
1,73,10,0,WA,2023-12-15 12-27-53
1,73,11,2,WA,2023-12-15 12-30-06
1,73,12,2,WA,2023-12-15 12-32-52
1,73,13,0,WA,2023-12-15 12-43-25
1,73,14,0,OK,2023-12-15 12-49-33
1,73,15,3,WA,2023-12-15 12-50-42
1,73,16,2,WA,2023-12-15 13-30-38
1,112,1,1,OK,2023-12-15 11-43-27
1,112,2,0,WA,2023-12-15 11-43-32
1,112,3,0,WA,2023-12-15 11-44-44
1,112,4,2,WA,2023-12-15 11-45-48
1,112,5,0,WA,2023-12-15 11-46-01
1,112,6,2,WA,2023-12-15 11-46-21
1,112,7,3,WA,2023-12-15 11-46-42
1,112,8,1,OK,2023-12-15 11-46-56
1,112,9,0,WA,2023-12-15 11-46-59
1,112,10,0,WA,2023-12-15 11-47-09
1,112,11,0,WA,2023-12-15 11-47-17
1,112,12,3,OK,2023-12-15 11-47-52
1,112,13,0,WA,2023-12-15 11-48-29
1,112,14,2,WA,2023-12-15 11-49-10
1,112,15,3,WA,2023-12-15 11-49-40
1,112,16,3,WA,2023-12-15 11-50-01
1,76,1,0,WA,2023-12-15 10-29-59
1,76,2,0,WA,2023-12-15 10-34-20
1,76,3,0,WA,2023-12-15 10-59-25
1,76,4,3,OK,2023-12-15 11-20-23
1,76,5,0,WA,2023-12-15 12-25-22
1,76,6,0,OK,2023-12-15 12-32-01
1,76,7,3,WA,2023-12-15 12-38-00
1,76,8,3,WA,2023-12-15 12-43-58
1,76,9,1,OK,2023-12-15 13-01-00
1,76,10,0,WA,2023-12-15 13-04-18
1,76,11,2,WA,2023-12-15 13-14-53
1,76,12,0,WA,2023-12-15 13-46-33
1,76,13,0,WA,2023-12-15 14-12-27
1,76,14,0,OK,2023-12-15 14-26-05
1,76,15,3,WA,2023-12-15 14-30-45
1,76,16,3,WA,2023-12-15 14-38-56
1,128,1,0,WA,2023-12-15 10-53-00
1,128,2,3,WA,2023-12-15 11-33-31
1,128,3,2,WA,2023-12-15 11-34-09
1,128,4,2,WA,2023-12-15 11-42-12
1,128,5,0,WA,2023-12-15 12-02-45
1,128,6,0,OK,2023-12-15 12-07-48
1,128,7,2,WA,2023-12-15 12-11-45
1,128,8,1,OK,2023-12-15 12-19-21
1,128,9,3,WA,2023-12-15 12-46-58
1,128,10,0,WA,2023-12-15 12-51-16
1,128,11,2,WA,2023-12-15 13-12-35
1,128,12,0,WA,2023-12-15 13-53-52
1,128,13,3,WA,2023-12-15 14-03-13
1,128,14,1,WA,2023-12-15 14-03-46
1,128,15,3,WA,2023-12-15 14-11-10
1,128,16,3,WA,2023-12-15 14-13-17
1,91,1,0,WA,2023-12-15 10-00-49
1,91,2,3,WA,2023-12-15 10-01-27
1,91,3,3,WA,2023-12-15 10-01-43
1,91,4,0,WA,2023-12-15 10-07-30
1,91,5,3,WA,2023-12-15 10-07-52
1,91,6,3,WA,2023-12-15 10-17-09
1,91,7,3,WA,2023-12-15 10-23-56
1,91,8,3,WA,2023-12-15 11-06-12
1,91,9,0,WA,2023-12-15 11-11-14
1,91,10,0,WA,2023-12-15 11-14-54
1,91,11,0,WA,2023-12-15 11-26-51
1,91,12,2,WA,2023-12-15 11-44-47
1,91,13,0,WA,2023-12-15 11-49-58
1,91,14,3,WA,2023-12-15 12-08-49
1,91,15,3,WA,2023-12-15 12-37-42
1,91,16,3,WA,2023-12-15 12-54-16
1,16,1,3,WA,2023-12-15 10-19-59
1,16,2,0,WA,2023-12-15 10-26-43
1,16,3,2,WA,2023-12-15 10-48-32
1,16,4,2,WA,2023-12-15 10-58-06
1,16,5,0,WA,2023-12-15 11-06-50
1,16,6,3,WA,2023-12-15 11-10-04
1,16,7,3,WA,2023-12-15 11-49-53
1,16,8,0,WA,2023-12-15 11-58-40
1,16,9,3,WA,2023-12-15 12-02-59
1,16,10,1,WA,2023-12-15 12-15-04
1,16,11,2,WA,2023-12-15 13-09-57
1,16,12,3,OK,2023-12-15 13-10-06
1,16,13,0,WA,2023-12-15 13-10-58
1,16,14,3,WA,2023-12-15 14-08-53
1,16,15,3,WA,2023-12-15 14-17-04
1,16,16,3,WA,2023-12-15 14-27-48
1,46,1,3,WA,2023-12-15 10-01-59
1,46,2,3,WA,2023-12-15 10-08-36
1,46,3,2,WA,2023-12-15 10-09-12
1,46,4,0,WA,2023-12-15 10-16-13
1,46,5,0,WA,2023-12-15 10-26-40
1,46,6,3,WA,2023-12-15 10-33-06
1,46,7,1,WA,2023-12-15 10-34-22
1,46,8,3,WA,2023-12-15 10-45-01
1,46,9,2,WA,2023-12-15 11-13-44
1,46,10,3,WA,2023-12-15 11-28-53
1,46,11,2,WA,2023-12-15 11-35-54
1,46,12,3,OK,2023-12-15 11-41-50
1,46,13,3,WA,2023-12-15 11-53-19
1,46,14,1,WA,2023-12-15 12-03-11
1,46,15,0,OK,2023-12-15 12-11-33
1,46,16,3,WA,2023-12-15 12-18-52
1,70,1,0,WA,2023-12-15 10-00-56
1,70,2,3,WA,2023-12-15 10-20-10
1,70,3,2,WA,2023-12-15 10-28-26
1,70,4,0,WA,2023-12-15 10-48-43
1,70,5,3,WA,2023-12-15 10-57-44
1,70,6,0,OK,2023-12-15 11-06-06
1,70,7,3,WA,2023-12-15 11-12-13
1,70,8,3,WA,2023-12-15 11-26-44
1,70,9,1,OK,2023-12-15 11-37-28
1,70,10,0,WA,2023-12-15 11-45-42
1,70,11,2,WA,2023-12-15 12-23-19
1,70,12,2,WA,2023-12-15 13-28-14
1,70,13,0,WA,2023-12-15 13-43-34
1,70,14,1,WA,2023-12-15 13-44-04
1,70,15,3,WA,2023-12-15 14-03-29
1,70,16,1,OK,2023-12-15 14-27-11
1,67,1,1,OK,2023-12-15 11-04-04
1,67,2,2,OK,2023-12-15 11-05-03
1,67,3,0,WA,2023-12-15 11-05-50
1,67,4,3,OK,2023-12-15 11-06-15
1,67,5,0,WA,2023-12-15 11-06-19
1,67,6,2,WA,2023-12-15 11-07-21
1,67,7,2,WA,2023-12-15 11-07-31
1,67,8,3,WA,2023-12-15 11-07-33
1,67,9,0,WA,2023-12-15 11-08-15
1,67,10,0,WA,2023-12-15 11-08-16
1,67,11,1,OK,2023-12-15 11-08-48
1,67,12,3,OK,2023-12-15 11-09-15
1,67,13,0,WA,2023-12-15 11-10-40
1,67,14,1,WA,2023-12-15 11-10-43
1,67,15,3,WA,2023-12-15 11-11-11
1,67,16,3,WA,2023-12-15 11-11-50
1,39,1,0,WA,2023-12-15 11-18-29
1,39,2,2,OK,2023-12-15 11-32-31
1,39,3,1,OK,2023-12-15 11-54-50
1,39,4,3,OK,2023-12-15 11-58-05
1,39,5,0,WA,2023-12-15 12-11-30
1,39,6,3,WA,2023-12-15 12-24-40
1,39,7,3,WA,2023-12-15 13-08-05
1,39,8,2,WA,2023-12-15 13-12-36
1,39,9,0,WA,2023-12-15 13-19-05
1,39,10,0,WA,2023-12-15 13-38-21
1,39,11,2,WA,2023-12-15 13-50-44
